candidate_id,candidate_name,model,task_name,data,num_batches,status,error,sfrd_q001,sfrd_q002,sfrd_q003,sfrd_q004,sfrd_q005
timesnet_classification_uea_el2_dm64_df128_tk2_nk3_0022,timesnet_classification_uea_el2_dm64_df128_tk2_nk3_0022,TimesNet,classification,UEA,5,success,,1.5455966949462892,1.426174807548523,1.3384175777435303,1.2795989751815795,1.225444221496582
timesnet_classification_uea_el1_dm32_df64_tk7_nk5_0023,timesnet_classification_uea_el1_dm32_df64_tk7_nk5_0023,TimesNet,classification,UEA,5,success,,1.6501728773117066,1.5020869255065918,1.4063804388046264,1.3393166780471801,1.284300446510315
timesnet_classification_uea_el3_dm32_df128_tk8_nk5_0024,timesnet_classification_uea_el3_dm32_df128_tk8_nk5_0024,TimesNet,classification,UEA,5,success,,1.6156544923782348,1.479392981529236,1.3871977567672729,1.3257089376449585,1.2706762552261353
timesnet_classification_uea_el1_dm8_df16_tk5_nk8_0025,timesnet_classification_uea_el1_dm8_df16_tk5_nk8_0025,TimesNet,classification,UEA,5,success,,1.1828144311904907,1.0923663139343263,1.0221764206886292,0.9753318071365357,0.9423860073089599
timesnet_classification_uea_el3_dm64_df256_tk8_nk5_0026,timesnet_classification_uea_el3_dm64_df256_tk8_nk5_0026,TimesNet,classification,UEA,5,success,,1.7116046667098999,1.567391848564148,1.4705585479736327,1.4046998739242553,1.3491542339324951
timesnet_classification_uea_el2_dm64_df256_tk4_nk4_0027,timesnet_classification_uea_el2_dm64_df256_tk4_nk4_0027,TimesNet,classification,UEA,5,success,,1.6906806230545044,1.5483957767486571,1.4540624141693115,1.3872426271438598,1.3303826808929444
timesnet_classification_uea_el2_dm16_df32_tk3_nk7_0028,timesnet_classification_uea_el2_dm16_df32_tk3_nk7_0028,TimesNet,classification,UEA,5,success,,1.5001423358917236,1.3540825605392457,1.260172700881958,1.2008317232131958,1.1510948181152343
timesnet_classification_uea_el3_dm16_df64_tk4_nk6_0029,timesnet_classification_uea_el3_dm16_df64_tk4_nk6_0029,TimesNet,classification,UEA,5,success,,1.4131211280822753,1.2557218074798584,1.16301372051239,1.1005392670631409,1.053210473060608
timesnet_classification_uea_el2_dm32_df64_tk3_nk8_0030,timesnet_classification_uea_el2_dm32_df64_tk3_nk8_0030,TimesNet,classification,UEA,5,success,,1.5957717657089234,1.4558913469314576,1.3652339696884155,1.3050054550170898,1.255187439918518
timesnet_classification_uea_el3_dm8_df16_tk8_nk7_0031,timesnet_classification_uea_el3_dm8_df16_tk8_nk7_0031,TimesNet,classification,UEA,5,success,,1.247749936580658,1.14264577627182,1.0598054766654967,1.0157492995262145,0.9776504874229431
timesnet_classification_uea_el3_dm8_df32_tk4_nk7_0032,timesnet_classification_uea_el3_dm8_df32_tk4_nk7_0032,TimesNet,classification,UEA,5,success,,1.2624297618865967,1.1314754009246826,1.0436588525772095,0.9890983581542969,0.9460554122924805
timesnet_classification_uea_el3_dm16_df32_tk4_nk5_0033,timesnet_classification_uea_el3_dm16_df32_tk4_nk5_0033,TimesNet,classification,UEA,5,success,,1.407901692390442,1.2829959630966186,1.2003324270248412,1.1477229356765748,1.1035960793495179
