candidate_id,candidate_name,model,split,task_name,data,num_batches,status,error,MParams,l2_norm,GFLOPs,grad_norm,zico,fisher,grasp,jacob_cov,jacob_fro,plain,snip,GSynFlow,,mse
Autoformer_070,Autoformer_070,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.077141,52.0532341,3.519691988,1.502427602,0.394099247,0.034414168,-11.80758858,-208.2052446,71.96369019,1.444474912,21.9173748,0.159657926,,0.267068416
Autoformer_071,Autoformer_071,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.563349,45.9989624,2.789785628,1.340370369,0.443532151,0.032562776,-4.128541088,-389.90777,73.39604492,1.444116068,20.74138756,2.885507123,,0.263363242
Autoformer_072,Autoformer_072,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.656757,48.61171341,2.030781402,1.480507135,0.43887291,0.044038782,-8.007413197,-568.8966315,76.43756104,1.585509825,24.2577652,136302.8272,,0.254487932
Autoformer_073,Autoformer_073,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.355029,40.99391937,1.380397398,1.414885569,0.400568968,0.041744069,-8.905751419,-426.4604979,80.30176086,1.520068693,18.10579567,3.041432064,,0.245882466
Autoformer_074,Autoformer_074,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.206805,35.12335587,0.910596308,1.345752406,0.369140404,0.038984339,-5.904431343,-65.5934599,68.10619507,1.414481425,12.63837261,0.055382659,,0.346038431
Autoformer_075,Autoformer_075,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.357653,40.51015472,1.560880224,1.227261972,0.38553701,0.026423943,-4.646170712,-53.97478681,65.37281647,1.200944662,13.42445774,0.08601733,,0.330875754
Autoformer_076,Autoformer_076,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.488725,42.40943527,1.591551188,1.332228613,0.40127092,0.028092423,-5.966203022,-440.8789129,72.73148041,1.294382119,16.61010437,0.083832755,,0.275274515
Autoformer_077,Autoformer_077,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.759957,48.58853149,2.735521624,1.572997856,0.399033779,0.045583212,-8.006926727,-93.87265586,62.87024384,1.506187677,22.48684616,1.274240256,,0.295912147
Autoformer_078,Autoformer_078,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.680597,59.55230713,6.147467292,1.51132822,0.414715672,0.030229725,-4.983323574,-184.6301644,70.00284119,1.370593715,27.23796196,8.94458624,,0.302698493
Autoformer_079,Autoformer_079,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.434805,42.19854736,1.560980312,1.258369136,0.44195981,0.038282269,-5.760370255,-313.9465283,71.08981476,1.553163004,17.92162285,4.114136781,,0.305260003
Autoformer_080,Autoformer_080,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.545781,45.49652481,1.795880857,1.348650122,0.457367456,0.035323812,-6.530174255,-507.124403,81.65660858,1.449575281,21.64019012,1010.301718,,0.271853775
Autoformer_081,Autoformer_081,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.533909,60.07037354,6.896844465,2.014831853,0.417383271,0.040036504,-23.50275211,-137.524801,65.63123322,1.67296474,37.61290054,66882.27931,,0.294566303
Autoformer_082,Autoformer_082,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.545781,45.49652481,1.841887361,1.14033215,0.429933822,0.032425364,-4.299454212,-233.4869843,69.04747543,1.377175522,17.16234226,16.69932995,,0.273954868
Autoformer_083,Autoformer_083,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.391509,40.60282516,1.145496853,1.280029249,0.387938577,0.032961918,-5.66539011,-142.4139333,66.47788773,1.306143761,15.07413864,0.06472518,,0.285398126
Autoformer_084,Autoformer_084,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.545781,45.49652481,1.749874353,1.301187682,0.451915443,0.031775533,-6.214800644,-417.179425,82.7442749,1.430142474,20.48336639,2371.389306,,0.279601336
Autoformer_085,Autoformer_085,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.238229,56.28079605,6.147467292,1.556343031,0.39400757,0.031724482,-8.929214668,-85.15221498,60.29316711,1.342034864,25.16011925,1.884862336,,0.330156684
Autoformer_086,Autoformer_086,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.882965,50.77870178,2.41927919,1.502689457,0.414005035,0.039392754,-8.66758213,-499.682966,82.5146225,1.518348479,24.04645195,244.4903121,,0.234701112
Autoformer_087,Autoformer_087,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.489237,43.92105103,2.005415189,1.443548894,0.396922457,0.036791473,-6.982675457,-522.4469072,71.77066193,1.442836165,19.05866776,0.502673901,,0.266204745
Autoformer_088,Autoformer_088,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.680597,59.55230713,6.066071384,1.530529356,0.416882175,0.030235186,-8.111888504,-163.8692911,69.82318726,1.377374434,27.62336349,18.60576543,,0.334909081
Autoformer_089,Autoformer_089,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.357653,40.51015472,1.622222152,1.229436946,0.379214567,0.025709136,-3.604489851,-108.2964869,70.28536987,1.171032715,13.51747322,0.085763478,,0.29886204
Autoformer_090,Autoformer_090,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.759957,48.58853149,2.789785628,1.32911849,0.439661163,0.036893324,-5.536458111,-604.9719055,83.97042847,1.459746265,21.65064049,5.86153943,,0.24932766
Autoformer_091,Autoformer_091,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.620821,47.18032837,2.374452378,1.525865579,0.399585056,0.03551556,-7.289148235,-72.05504992,57.27899323,1.351383781,21.66784096,13.18662287,,0.279302478
Autoformer_092,Autoformer_092,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.489237,43.92105103,2.043164077,1.577649808,0.35744428,0.040207175,-8.363955593,-180.579852,65.04177475,1.487488174,18.52692032,0.083845198,,0.253652394
Autoformer_093,Autoformer_093,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.280917,38.06328583,1.117185149,1.389709115,0.402894008,0.041893324,-6.605028152,-116.1470926,70.39785614,1.425473285,16.09535751,0.085280926,,0.280781597
Autoformer_094,Autoformer_094,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.488725,42.40943527,1.622222152,1.272196937,0.402178478,0.028379032,-6.009793949,-401.5898651,73.62992859,1.289520717,16.02635517,0.082754099,,0.265291393
Autoformer_095,Autoformer_095,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.957077,52.42658615,3.149385625,1.374438524,0.429654825,0.03428694,-7.551334,-216.9844918,67.89907532,1.51718564,23.36011047,357.7359106,,0.250698417
Autoformer_096,Autoformer_096,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.563349,45.9989624,2.68125762,1.297135425,0.428693265,0.030059022,-5.655025768,-120.9826471,63.13588104,1.434725809,19.02101097,4.801308877,,0.378690749
Autoformer_097,Autoformer_097,Autoformer,proxy_train,long_term_forecast,custom,5,success,,0.685845,46.75352478,2.005415189,1.627568913,0.400995463,0.041358059,-8.61240263,-303.1087717,76.14556427,1.469034481,22.92192688,0.440167763,,0.249804869
Autoformer_098,Autoformer_098,Autoformer,proxy_train,long_term_forecast,custom,5,success,,1.077909,53.84685135,4.442477845,1.725518751,0.360489219,0.027964142,-8.22867136,-72.95557972,58.18148651,1.27213366,23.83943977,0.163734586,,0.297960252
Autoformer_099,Autoformer_099,Autoformer,proxy_train,long_term_forecast,custom,5,success,,2.566869,68.51476288,8.014272742,1.894304252,0.424404734,0.037530295,-14.98450298,-134.6569721,56.72105331,1.476903415,40.36640625,196488.3717,,0.240650669
Autoformer_100,Autoformer_100,Autoformer,proxy_valid,long_term_forecast,custom,5,success,,2.566869,68.51476288,7.911643098,1.931253743,0.45270322,0.036761465,-14.04416389,-527.2855904,72.73150635,1.5568712,44.96150208,314589181.4,,0.240782425
Autoformer_101,Autoformer_101,Autoformer,proxy_valid,long_term_forecast,custom,5,success,,0.357653,40.51015472,1.591551188,1.193035531,0.408642113,0.02487359,-4.128696156,-314.3356667,75.01012573,1.185455608,14.19360256,0.087096312,,0.294365913
Autoformer_102,Autoformer_102,Autoformer,proxy_valid,long_term_forecast,custom,5,success,,1.373589,57.89017487,5.298023578,1.491255403,0.398745072,0.028751497,-11.36131325,-211.6912695,59.40015182,1.378519535,25.69068222,1965.207716,,0.316898763
Autoformer_103,Autoformer_103,Autoformer,proxy_valid,long_term_forecast,custom,5,success,,0.280917,38.06328583,1.145496853,1.452118802,0.403938359,0.045804241,-8.904290676,-290.7695428,78.34032745,1.493989754,17.03965645,0.086870258,,0.258019298
Autoformer_104,Autoformer_104,Autoformer,proxy_valid,long_term_forecast,custom,5,success,,1.154197,56.05242538,3.631669478,1.396685958,0.436129642,0.0352993,-6.638127136,-234.7922133,66.88401489,1.428748178,25.95989647,9230.84899,,0.241442963
Autoformer_105,Autoformer_105,Autoformer,proxy_valid,long_term_forecast,custom,5,success,,1.373589,57.89017487,5.432503826,1.755441356,0.392239642,0.033598895,-9.290874958,-438.1120854,72.55097046,1.450033784,29.9821106,118.763443,,0.240392327
